Interaction_ID,Customer_ID,Date,Channel,Issue_Type,Outcome,Satisfaction_Score
INT0000403,205402244,2/26/2022,Voice,Loan & Credit Problems,resolved,5
INT0000404,205403440,8/2/2022,Voice,Card Issues,resolved,5
INT0000405,205404832,4/24/2022,Voice,Transaction Failures,resolved,5
INT0000406,205402369,6/22/2023,Self Service,Card Issues,resolved,4
INT0000407,205404894,10/10/2023,Physical,Card Issues,resolved,4
INT0000408,205401033,8/16/2023,Digital,Card Issues,escalated,2
INT0000409,205403539,5/1/2023,Physical,Customer Service,resolved,5
INT0000410,205403490,6/28/2022,Voice,Transaction Failures,pending,2
INT0000411,205403119,5/31/2023,Digital,Card Issues,resolved,5
INT0000412,205402011,10/5/2024,Physical,Loan & Credit Problems,resolved,4
INT0000413,205403123,7/15/2022,Physical,Digital Banking Errors,escalated,1
INT0000414,205402448,6/6/2022,Physical,Digital Banking Errors,resolved,5
INT0000415,205404242,7/8/2023,Digital,Others,resolved,5
INT0000416,205400588,10/3/2024,Digital,Transaction Failures,resolved,5
INT0000417,205404701,2/6/2024,Voice,Others,resolved,3
INT0000418,205402825,7/28/2022,Physical,Customer Service,resolved,5
INT0000419,205402943,11/1/2023,Self Service,Customer Service,resolved,5
INT0000420,205404498,3/16/2022,Voice,Loan & Credit Problems,resolved,5
INT0000421,205400639,11/25/2024,Digital,Customer Service,resolved,3
INT0000422,205404249,5/21/2022,Voice,Customer Service,resolved,5
INT0000423,205403838,12/14/2022,Self Service,Others,pending,1
INT0000424,205404950,3/6/2022,Voice,Transaction Failures,pending,1
INT0000425,205403156,7/19/2023,Physical,Card Issues,resolved,5
INT0000426,205400057,2/13/2024,Digital,Card Issues,resolved,4
INT0000427,205404999,4/8/2022,Digital,Customer Service,resolved,5
INT0000428,205400234,12/30/2022,Voice,Others,pending,3
INT0000429,205401137,7/24/2024,Self Service,Loan & Credit Problems,resolved,5
INT0000430,205403496,10/26/2023,Digital,Card Issues,pending,3
INT0000431,205403161,4/2/2022,Physical,Customer Service,resolved,5
INT0000432,205402922,3/8/2023,Physical,Loan & Credit Problems,resolved,4
INT0000433,205402999,6/17/2023,Self Service,Transaction Failures,escalated,2
INT0000434,205402818,3/5/2023,Voice,Loan & Credit Problems,pending,1
INT0000435,205400791,2/3/2023,Physical,Customer Service,resolved,5
INT0000436,205403448,5/2/2022,Voice,Transaction Failures,pending,2
INT0000437,205403756,11/17/2022,Voice,Card Issues,pending,1
INT0000438,205400735,6/14/2023,Self Service,Transaction Failures,escalated,1
INT0000439,205400747,5/22/2022,Digital,Others,resolved,5
INT0000440,205402544,4/12/2022,Self Service,Others,resolved,5
INT0000441,205401420,5/26/2024,Digital,Transaction Failures,resolved,4
INT0000442,205404712,1/11/2023,Self Service,Loan & Credit Problems,resolved,5
INT0000443,205403789,1/20/2023,Physical,Customer Service,resolved,3
INT0000444,205404607,12/9/2022,Self Service,Card Issues,resolved,5
INT0000445,205403983,10/22/2023,Self Service,Customer Service,resolved,5
INT0000446,205402912,3/26/2024,Physical,Card Issues,resolved,4
INT0000447,205404204,11/14/2023,Voice,Loan & Credit Problems,resolved,5
INT0000448,205403342,5/17/2024,Physical,Digital Banking Errors,resolved,5
INT0000449,205400027,6/10/2022,Self Service,Loan & Credit Problems,resolved,5
INT0000450,205404226,10/6/2024,Physical,Loan & Credit Problems,resolved,4
INT0000451,205402145,1/1/2023,Digital,Card Issues,resolved,4
INT0000452,205402751,8/14/2023,Physical,Digital Banking Errors,resolved,4
INT0000453,205401893,5/20/2024,Self Service,Customer Service,resolved,5
INT0000454,205403045,8/10/2023,Self Service,Transaction Failures,resolved,5
INT0000455,205402799,5/25/2023,Physical,Loan & Credit Problems,escalated,1
INT0000456,205404016,2/5/2023,Physical,Digital Banking Errors,resolved,4
INT0000457,205403544,12/26/2024,Self Service,Others,resolved,5
INT0000458,205402933,9/1/2024,Physical,Digital Banking Errors,pending,3
INT0000459,205400381,6/7/2022,Digital,Loan & Credit Problems,pending,3
INT0000460,205400841,10/14/2022,Self Service,Customer Service,resolved,5
INT0000461,205401466,7/17/2022,Voice,Customer Service,resolved,5
INT0000462,205401256,12/29/2023,Physical,Transaction Failures,resolved,5
INT0000463,205401346,4/18/2024,Self Service,Others,resolved,4
INT0000464,205401046,8/22/2022,Physical,Card Issues,resolved,3
INT0000465,205400872,11/20/2023,Digital,Card Issues,resolved,4
INT0000466,205403218,9/27/2024,Voice,Digital Banking Errors,resolved,4
INT0000467,205400643,9/13/2022,Physical,Customer Service,resolved,5
INT0000468,205404397,9/4/2023,Self Service,Loan & Credit Problems,escalated,2
INT0000469,205403222,1/25/2023,Physical,Card Issues,pending,2
INT0000470,205400333,3/2/2023,Self Service,Others,resolved,4
INT0000471,205401543,6/27/2022,Digital,Card Issues,resolved,4
INT0000472,205402027,12/27/2022,Self Service,Others,resolved,5
INT0000473,205402792,11/25/2023,Self Service,Digital Banking Errors,escalated,3
INT0000474,205403845,6/14/2024,Self Service,Others,resolved,3
INT0000475,205401764,11/7/2023,Voice,Card Issues,resolved,4
INT0000476,205401907,1/30/2022,Voice,Customer Service,resolved,5
INT0000477,205403057,1/26/2022,Voice,Others,resolved,5
INT0000478,205404662,3/13/2024,Self Service,Others,resolved,5
INT0000479,205404666,9/10/2022,Physical,Customer Service,escalated,3
INT0000480,205403770,7/13/2023,Voice,Transaction Failures,resolved,3
INT0000481,205400684,1/18/2022,Digital,Loan & Credit Problems,resolved,5
INT0000482,205400927,10/9/2024,Physical,Customer Service,pending,4
INT0000483,205403712,3/8/2023,Physical,Loan & Credit Problems,resolved,3
INT0000484,205400281,9/25/2022,Voice,Digital Banking Errors,escalated,2
INT0000485,205404367,1/26/2024,Physical,Loan & Credit Problems,resolved,5
INT0000486,205400550,5/2/2022,Voice,Card Issues,pending,1
INT0000487,205402497,6/3/2023,Voice,Loan & Credit Problems,pending,4
INT0000488,205402980,8/18/2023,Self Service,Transaction Failures,resolved,5
INT0000489,205404058,5/16/2022,Digital,Loan & Credit Problems,resolved,3
INT0000490,205401179,8/2/2024,Physical,Customer Service,resolved,4
INT0000491,205404472,11/9/2023,Voice,Customer Service,resolved,5
INT0000492,205402718,12/3/2024,Physical,Loan & Credit Problems,resolved,5
INT0000493,205400818,6/21/2023,Physical,Card Issues,resolved,5
INT0000494,205402832,6/6/2024,Digital,Digital Banking Errors,resolved,3
INT0000495,205400041,11/14/2024,Digital,Customer Service,resolved,5
INT0000496,205404705,8/25/2022,Physical,Transaction Failures,pending,3
INT0000497,205400851,8/21/2023,Digital,Card Issues,pending,2
INT0000498,205400117,6/12/2022,Self Service,Others,resolved,4
INT0000499,205401324,4/2/2024,Self Service,Digital Banking Errors,resolved,3
INT0000500,205401408,4/23/2024,Physical,Digital Banking Errors,resolved,4
INT0000501,205401796,1/1/2023,Physical,Card Issues,resolved,3
INT0000502,205403260,1/27/2022,Physical,Loan & Credit Problems,resolved,4
INT0000503,205400686,7/17/2024,Physical,Others,resolved,5
INT0000504,205401944,3/30/2024,Physical,Others,resolved,4
INT0000505,205403544,10/27/2024,Self Service,Transaction Failures,resolved,4
INT0000506,205404497,7/29/2022,Self Service,Loan & Credit Problems,resolved,3
INT0000507,205403148,3/9/2024,Digital,Card Issues,pending,1
INT0000508,205404399,3/22/2022,Voice,Transaction Failures,resolved,4
INT0000509,205403835,2/1/2022,Voice,Others,resolved,3
INT0000510,205400832,10/14/2023,Digital,Transaction Failures,resolved,4
INT0000511,205401932,8/29/2022,Voice,Transaction Failures,resolved,4
INT0000512,205401670,5/5/2023,Voice,Customer Service,resolved,4
INT0000513,205400422,9/24/2023,Self Service,Digital Banking Errors,pending,4
INT0000514,205404509,8/1/2024,Self Service,Card Issues,resolved,5
INT0000515,205401134,3/14/2022,Digital,Card Issues,resolved,5
INT0000516,205400061,2/13/2023,Self Service,Card Issues,escalated,2
INT0000517,205403406,7/11/2023,Voice,Card Issues,escalated,1
INT0000518,205401933,5/24/2022,Digital,Card Issues,resolved,5
INT0000519,205401858,8/19/2023,Physical,Loan & Credit Problems,resolved,4
INT0000520,205401618,6/27/2022,Physical,Card Issues,pending,3
INT0000521,205400241,2/27/2023,Physical,Others,resolved,5
INT0000522,205402915,2/20/2024,Physical,Loan & Credit Problems,pending,1
INT0000523,205403540,10/13/2024,Digital,Loan & Credit Problems,resolved,5
INT0000524,205401604,11/5/2023,Digital,Others,escalated,1
INT0000525,205401506,11/20/2024,Self Service,Loan & Credit Problems,resolved,5
INT0000526,205401773,9/25/2023,Physical,Others,resolved,4
INT0000527,205403661,3/10/2023,Physical,Customer Service,pending,3
INT0000528,205403590,7/23/2024,Physical,Customer Service,resolved,4
INT0000529,205402839,12/28/2022,Digital,Others,resolved,5
INT0000530,205403175,8/26/2023,Digital,Digital Banking Errors,resolved,5
INT0000531,205400626,10/25/2023,Physical,Transaction Failures,resolved,5
INT0000532,205403771,10/27/2024,Self Service,Transaction Failures,pending,2
INT0000533,205402737,1/30/2022,Digital,Digital Banking Errors,resolved,5
INT0000534,205400172,1/24/2023,Physical,Customer Service,resolved,5
INT0000535,205400136,12/11/2023,Self Service,Digital Banking Errors,escalated,2
INT0000536,205401647,4/26/2024,Physical,Loan & Credit Problems,resolved,5
INT0000537,205400608,1/19/2023,Voice,Card Issues,resolved,3
INT0000538,205401661,3/4/2024,Voice,Digital Banking Errors,resolved,3
INT0000539,205403941,6/6/2024,Voice,Others,resolved,5
INT0000540,205401524,3/2/2024,Voice,Others,resolved,3
INT0000541,205400730,4/22/2023,Self Service,Loan & Credit Problems,resolved,4
INT0000542,205404596,10/4/2022,Digital,Digital Banking Errors,resolved,4
INT0000543,205403417,9/18/2024,Digital,Customer Service,resolved,5
INT0000544,205404940,8/3/2023,Digital,Customer Service,resolved,5
INT0000545,205403766,12/28/2023,Voice,Transaction Failures,escalated,2
INT0000546,205401711,8/3/2023,Physical,Others,resolved,5
INT0000547,205403431,11/21/2024,Self Service,Loan & Credit Problems,escalated,1
INT0000548,205402568,4/7/2024,Digital,Card Issues,pending,1
INT0000549,205404634,2/18/2024,Voice,Transaction Failures,resolved,5
INT0000550,205401391,1/25/2023,Self Service,Others,resolved,3
INT0000551,205404324,4/5/2022,Physical,Transaction Failures,resolved,5
INT0000552,205400450,4/1/2023,Physical,Others,pending,2
INT0000553,205400584,6/10/2022,Self Service,Transaction Failures,resolved,5
INT0000554,205401139,4/25/2023,Physical,Others,resolved,5
INT0000555,205400798,10/13/2022,Self Service,Transaction Failures,resolved,5
INT0000556,205400375,2/24/2023,Self Service,Card Issues,pending,3
INT0000557,205401838,1/6/2024,Digital,Transaction Failures,resolved,3
INT0000558,205404773,10/15/2024,Voice,Loan & Credit Problems,resolved,4
INT0000559,205404929,11/19/2022,Voice,Customer Service,escalated,1
INT0000560,205403585,12/28/2024,Self Service,Loan & Credit Problems,resolved,4
INT0000561,205402401,1/9/2023,Self Service,Customer Service,pending,1
INT0000562,205403344,11/5/2023,Digital,Card Issues,resolved,5
INT0000563,205404170,2/11/2024,Physical,Digital Banking Errors,resolved,5
INT0000564,205403301,11/14/2022,Digital,Digital Banking Errors,resolved,5
INT0000565,205404564,9/4/2023,Digital,Customer Service,resolved,5
INT0000566,205400413,12/21/2022,Digital,Transaction Failures,resolved,4
INT0000567,205404242,7/11/2023,Self Service,Others,resolved,5
INT0000568,205402373,6/22/2022,Digital,Transaction Failures,pending,2
INT0000569,205404841,4/20/2024,Self Service,Loan & Credit Problems,resolved,5
INT0000570,205400011,7/19/2024,Physical,Customer Service,escalated,1
INT0000571,205402313,8/3/2023,Self Service,Loan & Credit Problems,resolved,4
INT0000572,205404839,12/7/2022,Digital,Loan & Credit Problems,pending,3
INT0000573,205402161,8/17/2022,Voice,Transaction Failures,resolved,4
INT0000574,205403347,1/2/2023,Physical,Transaction Failures,resolved,4
INT0000575,205402708,8/23/2022,Voice,Loan & Credit Problems,resolved,4
INT0000576,205401605,9/30/2024,Digital,Others,resolved,4
INT0000577,205402411,6/6/2022,Digital,Loan & Credit Problems,resolved,3
INT0000578,205401436,4/28/2024,Physical,Customer Service,resolved,4
INT0000579,205401054,1/8/2024,Self Service,Customer Service,resolved,4
INT0000580,205401920,10/7/2023,Voice,Customer Service,resolved,4
INT0000581,205403370,8/3/2023,Physical,Others,resolved,4
INT0000582,205402251,9/7/2024,Digital,Loan & Credit Problems,resolved,3
INT0000583,205400481,7/25/2022,Digital,Loan & Credit Problems,pending,2
INT0000584,205402773,12/3/2024,Physical,Others,resolved,5
INT0000585,205403012,12/12/2024,Digital,Transaction Failures,pending,3
INT0000586,205402337,2/26/2024,Digital,Loan & Credit Problems,resolved,4
INT0000587,205402048,11/23/2023,Voice,Customer Service,resolved,4
INT0000588,205400798,7/9/2023,Digital,Customer Service,resolved,5
INT0000589,205401986,11/21/2023,Voice,Loan & Credit Problems,pending,3
INT0000590,205403134,3/20/2024,Digital,Loan & Credit Problems,resolved,5
INT0000591,205404777,1/4/2023,Voice,Customer Service,pending,2
INT0000592,205402250,8/17/2024,Voice,Transaction Failures,resolved,3
INT0000593,205401629,12/25/2024,Self Service,Card Issues,resolved,3
INT0000594,205400375,12/14/2023,Digital,Transaction Failures,resolved,4
INT0000595,205402094,8/29/2024,Self Service,Transaction Failures,escalated,2
INT0000596,205401514,11/25/2024,Self Service,Transaction Failures,resolved,4
INT0000597,205402442,11/12/2024,Self Service,Card Issues,resolved,3
INT0000598,205402465,4/25/2023,Digital,Card Issues,pending,3
INT0000599,205404646,8/9/2024,Physical,Loan & Credit Problems,pending,2
INT0000600,205401811,9/8/2023,Digital,Transaction Failures,escalated,2
INT0000601,205403439,12/13/2024,Self Service,Loan & Credit Problems,resolved,5
INT0000602,205402117,8/1/2022,Physical,Transaction Failures,resolved,5
INT0000603,205400359,3/16/2023,Digital,Digital Banking Errors,pending,1
INT0000604,205400578,9/3/2024,Digital,Digital Banking Errors,pending,3
INT0000605,205403293,7/3/2023,Voice,Card Issues,pending,2
INT0000606,205401110,3/5/2022,Voice,Loan & Credit Problems,resolved,4
INT0000607,205400581,11/14/2024,Digital,Customer Service,resolved,5
INT0000608,205401145,4/9/2023,Physical,Card Issues,pending,3
INT0000609,205403031,6/19/2024,Self Service,Card Issues,resolved,5
INT0000610,205400680,4/1/2023,Voice,Loan & Credit Problems,resolved,5
INT0000611,205400210,6/2/2022,Voice,Transaction Failures,escalated,3
INT0000612,205404786,8/27/2023,Digital,Digital Banking Errors,pending,3
INT0000613,205401587,5/20/2022,Digital,Transaction Failures,resolved,4
INT0000614,205403198,5/17/2024,Voice,Loan & Credit Problems,pending,3
INT0000615,205404470,1/14/2024,Self Service,Card Issues,resolved,5
INT0000616,205400418,9/17/2023,Voice,Transaction Failures,pending,4
INT0000617,205403741,6/30/2022,Self Service,Digital Banking Errors,resolved,3
INT0000618,205403147,7/24/2023,Digital,Others,resolved,5
INT0000619,205403438,7/26/2024,Digital,Card Issues,resolved,4
INT0000620,205400919,6/20/2022,Digital,Loan & Credit Problems,resolved,5
INT0000621,205400857,12/5/2024,Digital,Others,resolved,4
INT0000622,205404643,1/28/2023,Physical,Customer Service,resolved,4
INT0000623,205401522,4/18/2024,Self Service,Card Issues,pending,3
INT0000624,205402828,7/31/2024,Voice,Transaction Failures,resolved,4
INT0000625,205401947,1/20/2023,Physical,Customer Service,pending,2
INT0000626,205402115,4/7/2022,Voice,Transaction Failures,resolved,4
INT0000627,205404232,1/27/2023,Digital,Card Issues,resolved,3
INT0000628,205401320,10/12/2024,Physical,Loan & Credit Problems,resolved,3
INT0000629,205400028,5/13/2022,Self Service,Loan & Credit Problems,escalated,2
INT0000630,205401780,1/20/2022,Digital,Card Issues,resolved,5
INT0000631,205403444,12/7/2023,Physical,Others,escalated,2
INT0000632,205400131,8/6/2022,Physical,Transaction Failures,pending,2
INT0000633,205400004,10/31/2022,Physical,Digital Banking Errors,resolved,5
INT0000634,205404898,4/6/2022,Physical,Customer Service,resolved,4
INT0000635,205403777,1/15/2022,Physical,Digital Banking Errors,resolved,4
INT0000636,205400558,8/17/2022,Self Service,Customer Service,resolved,5
INT0000637,205404431,1/20/2023,Voice,Loan & Credit Problems,resolved,3
INT0000638,205403397,6/12/2022,Voice,Others,resolved,3
INT0000639,205403892,5/17/2022,Voice,Others,resolved,5
INT0000640,205403368,9/5/2023,Self Service,Others,resolved,5
INT0000641,205402229,8/4/2024,Digital,Others,resolved,5
INT0000642,205401133,6/13/2023,Physical,Loan & Credit Problems,pending,1
INT0000643,205403870,3/14/2022,Physical,Transaction Failures,pending,1
INT0000644,205403871,11/23/2023,Physical,Transaction Failures,resolved,5
INT0000645,205402420,12/30/2024,Digital,Customer Service,pending,1
INT0000646,205404397,12/27/2024,Voice,Digital Banking Errors,resolved,4
INT0000647,205403015,2/21/2022,Digital,Loan & Credit Problems,pending,3
INT0000648,205404727,2/16/2023,Voice,Transaction Failures,resolved,5
INT0000649,205400662,9/4/2023,Self Service,Transaction Failures,resolved,5
